Cluster_Key,Company,Paint_Name,Cluster_Status,Cluster_Size,Rows_With_Color,Rows_Missing_Color,Product_Lines,Paint_Types,Paint_IDs,Missing_Paint_IDs,Example_Hex,Example_RGB,Example_Source_Paint_ID,Recommended_Action
games workshop|nauseating blue,Games Workshop,Nauseating Blue,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_NAUSEATING_BLUE,,#412A7A,"65, 42, 122",GW_LAYER_NAUSEATING_BLUE,No action needed.
games workshop|nazdreg yellow,Games Workshop,Nazdreg Yellow,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_NAZDREG_YELLOW,,#B8841A,"184, 132, 26",GW_CONTRAST_NAZDREG_YELLOW,No action needed.
games workshop|necron abyss,Games Workshop,Necron Abyss,COMPLETE,1,1,0,Foundation,Foundation,GW_FOUNDATION_NECRON_ABYSS,,#1A213D,"26, 33, 61",GW_FOUNDATION_NECRON_ABYSS,No action needed.
games workshop|necron compound,Games Workshop,Necron Compound,COMPLETE,1,1,0,Dry,Dry,GW_DRY_NECRON_COMPOUND,,#828B8E,"130, 139, 142",GW_DRY_NECRON_COMPOUND,No action needed.
games workshop|niblet green,Games Workshop,Niblet Green,COMPLETE,1,1,0,Dry,Dry,GW_DRY_NIBLET_GREEN,,#648B32,"100, 139, 50",GW_DRY_NIBLET_GREEN,No action needed.
games workshop|niblit green,Games Workshop,Niblit Green,COMPLETE,1,1,0,Dry,Dry,GW_DRY_NIBLIT_GREEN,,#7DC734,"125, 199, 52",GW_DRY_NIBLIT_GREEN,No action needed.
games workshop|night lords blue,Games Workshop,Night Lords Blue,COMPLETE,2,2,0,Air | Base,Air | Base,GW_AIR_NIGHT_LORDS_BLUE | GW_BASE_NIGHT_LORDS_BLUE,,#002B5C,"0, 43, 92",GW_BASE_NIGHT_LORDS_BLUE,No action needed.
games workshop|nighthaunt gloom,Games Workshop,Nighthaunt Gloom,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_NIGHTHAUNT_GLOOM,,#798D96,"121, 141, 150",GW_CONTRAST_NIGHTHAUNT_GLOOM,No action needed.
games workshop|nihilakh oxide,Games Workshop,Nihilakh Oxide,COMPLETE,1,1,0,Technical,Technical,GW_TECHNICAL_NIHILAKH_OXIDE,,#85B59D,"133, 181, 157",GW_TECHNICAL_NIHILAKH_OXIDE,No action needed.
games workshop|nocturne green,Games Workshop,Nocturne Green,COMPLETE,1,1,0,Base,Base,GW_BASE_NOCTURNE_GREEN,,#152B29,"21, 43, 41",GW_BASE_NOCTURNE_GREEN,No action needed.
games workshop|nuln oil,Games Workshop,Nuln Oil,COMPLETE,1,1,0,Shade,Shade,GW_SHADE_NULN_OIL,,#14100E,"20, 16, 14",GW_SHADE_NULN_OIL,No action needed.
games workshop|nuln oil gloss,Games Workshop,Nuln Oil (Gloss),COMPLETE,1,1,0,Shade,Shade,GW_SHADE_NULN_OIL_GLOSS,,#14100E,"20, 16, 14",GW_SHADE_NULN_OIL_GLOSS,No action needed.
games workshop|nurgles rot,Games Workshop,Nurgle's Rot,COMPLETE,2,2,0,Technical,Technical,GW_TECHNICAL_NURGLES_ROT | GW_TECHNICAL_NURGLE_S_ROT,,#9B8F22,"155, 143, 34",GW_TECHNICAL_NURGLE_S_ROT,No action needed.
games workshop|nurgling green,Games Workshop,Nurgling Green,COMPLETE,2,2,0,Dry | Layer,Dry | Layer,GW_DRY_NURGLING_GREEN | GW_LAYER_NURGLING_GREEN,,#849B63,"132, 155, 99",GW_LAYER_NURGLING_GREEN,No action needed.
games workshop|ogryn camo,Games Workshop,Ogryn Camo,COMPLETE,2,2,0,Air | Layer,Air | Layer,GW_AIR_OGRYN_CAMO | GW_LAYER_OGRYN_CAMO,,#9DA94B,"157, 169, 75",GW_LAYER_OGRYN_CAMO,No action needed.
games workshop|ogryn flesh wash,Games Workshop,Ogryn Flesh Wash,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_OGRYN_FLESH_WASH,,#CE8C42,"206, 140, 66",GW_LAYER_OGRYN_FLESH_WASH,No action needed.
games workshop|ork flesh,Games Workshop,Ork Flesh,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_ORK_FLESH,,#2E7D32,"46, 125, 50",GW_CONTRAST_ORK_FLESH,No action needed.
games workshop|orkhide shade,Games Workshop,Orkhide Shade,COMPLETE,1,1,0,Foundation,Foundation,GW_FOUNDATION_ORKHIDE_SHADE,,#26372D,"38, 55, 45",GW_FOUNDATION_ORKHIDE_SHADE,No action needed.
games workshop|orruk flesh,Games Workshop,Orruk Flesh,COMPLETE,1,1,0,Base,Base,GW_BASE_ORRUK_FLESH,,#A9D171,"169, 209, 113",GW_BASE_ORRUK_FLESH,No action needed.
games workshop|pallid flesh,Games Workshop,Pallid Flesh,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_PALLID_FLESH,,#EEC8C7,"238, 200, 199",GW_LAYER_PALLID_FLESH,No action needed.
games workshop|pallid wych flesh,Games Workshop,Pallid Wych Flesh,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_PALLID_WYCH_FLESH,,#CDCEBE,"205, 206, 190",GW_LAYER_PALLID_WYCH_FLESH,No action needed.
games workshop|phalanx yellow,Games Workshop,Phalanx Yellow,COMPLETE,2,2,0,Air | Layer,Air | Layer,GW_AIR_PHALANX_YELLOW | GW_LAYER_PHALANX_YELLOW,,#FFE200,"255, 226, 0",GW_LAYER_PHALANX_YELLOW,No action needed.
games workshop|phoenician purple,Games Workshop,Phoenician Purple,COMPLETE,2,2,0,Air | Base,Air | Base,GW_AIR_PHOENICIAN_PURPLE | GW_BASE_PHOENICIAN_PURPLE,,#450052,"69, 0, 82",GW_BASE_PHOENICIAN_PURPLE,No action needed.
games workshop|pink horror,Games Workshop,Pink Horror,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_PINK_HORROR,,#90305D,"144, 48, 93",GW_LAYER_PINK_HORROR,No action needed.
games workshop|plaguebearer flesh,Games Workshop,Plaguebearer Flesh,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_PLAGUEBEARER_FLESH,,#C7C46A,"199, 196, 106",GW_CONTRAST_PLAGUEBEARER_FLESH,No action needed.
games workshop|poxwalker,Games Workshop,Poxwalker,COMPLETE,1,1,0,Shade,Shade,GW_SHADE_POXWALKER,,#B8CC82,"184, 204, 130",GW_SHADE_POXWALKER,No action needed.
games workshop|praxeti white,Games Workshop,Praxeti White,COMPLETE,1,1,0,Dry,Dry,GW_DRY_PRAXETI_WHITE,,#FFFFFF,"255, 255, 255",GW_DRY_PRAXETI_WHITE,No action needed.
games workshop|purple ink,Games Workshop,Purple Ink,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_PURPLE_INK,,#513D3C,"81, 61, 60",GW_LAYER_PURPLE_INK,No action needed.
games workshop|pylar glacier,Games Workshop,Pylar Glacier,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_PYLAR_GLACIER,,#D7F6F8,"215, 246, 248",GW_CONTRAST_PYLAR_GLACIER,No action needed.
games workshop|rakarth flesh,Games Workshop,Rakarth Flesh,COMPLETE,1,1,0,Base,Base,GW_BASE_RAKARTH_FLESH,,#A29E91,"162, 158, 145",GW_BASE_RAKARTH_FLESH,No action needed.
games workshop|ratling grime,Games Workshop,Ratling Grime,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_RATLING_GRIME,,#3A332A,"58, 51, 42",GW_CONTRAST_RATLING_GRIME,No action needed.
games workshop|ratskin flesh,Games Workshop,Ratskin Flesh,COMPLETE,1,1,0,Base,Base,GW_BASE_RATSKIN_FLESH,,#AD6B4C,"173, 107, 76",GW_BASE_RATSKIN_FLESH,No action needed.
games workshop|red gore,Games Workshop,Red Gore,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_RED_GORE,,#9D2B3F,"157, 43, 63",GW_LAYER_RED_GORE,No action needed.
games workshop|regal blue,Games Workshop,Regal Blue,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_REGAL_BLUE,,#003F70,"0, 63, 112",GW_LAYER_REGAL_BLUE,No action needed.
games workshop|reikland fleshshade,Games Workshop,Reikland Fleshshade,COMPLETE,1,1,0,Shade,Shade,GW_SHADE_REIKLAND_FLESHSHADE,,#CA6C4D,"202, 108, 77",GW_SHADE_REIKLAND_FLESHSHADE,No action needed.
games workshop|reikland fleshshade gloss,Games Workshop,Reikland Fleshshade (Gloss),COMPLETE,1,1,0,Shade,Shade,GW_SHADE_REIKLAND_FLESHSHADE_GLOSS,,#CA6C4D,"202, 108, 77",GW_SHADE_REIKLAND_FLESHSHADE_GLOSS,No action needed.
games workshop|retributor armour,Games Workshop,Retributor Armour,COMPLETE,2,2,0,Base | Spray,Base | Spray,GW_BASE_RETRIBUTOR_ARMOUR | GW_SPRAY_RETRIBUTOR_ARMOUR,,#C39E81,"195, 158, 129",GW_BASE_RETRIBUTOR_ARMOUR,No action needed.
games workshop|rhinox hide,Games Workshop,Rhinox Hide,COMPLETE,1,1,0,Base,Base,GW_BASE_RHINOX_HIDE,,#493435,"73, 52, 53",GW_BASE_RHINOX_HIDE,No action needed.
games workshop|rotting flesh,Games Workshop,Rotting Flesh,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_ROTTING_FLESH,,#B8C39E,"184, 195, 158",GW_LAYER_ROTTING_FLESH,No action needed.
games workshop|runefang steel,Games Workshop,Runefang Steel,COMPLETE,2,2,0,Air | Layer,Air | Layer,GW_AIR_RUNEFANG_STEEL | GW_LAYER_RUNEFANG_STEEL,,#C3CACE,"195, 202, 206",GW_LAYER_RUNEFANG_STEEL,No action needed.
games workshop|runelord brass,Games Workshop,Runelord Brass,COMPLETE,2,2,0,Base | Layer,Base | Layer,GW_BASE_RUNELORD_BRASS | GW_LAYER_RUNELORD_BRASS,,#BCAFA0,"188, 175, 160",GW_BASE_RUNELORD_BRASS,No action needed.
games workshop|russ grey,Games Workshop,Russ Grey,COMPLETE,2,2,0,Air | Layer,Air | Layer,GW_AIR_RUSS_GREY | GW_LAYER_RUSS_GREY,,#547588,"84, 117, 136",GW_LAYER_RUSS_GREY,No action needed.
games workshop|ryza dust,Games Workshop,Ryza Dust,COMPLETE,1,1,0,Dry,Dry,GW_DRY_RYZA_DUST,,#EC631A,"236, 99, 26",GW_DRY_RYZA_DUST,No action needed.
games workshop|ryza rust,Games Workshop,Ryza Rust,COMPLETE,1,1,0,Dry,Dry,GW_DRY_RYZA_RUST,,#CE6426,"206, 100, 38",GW_DRY_RYZA_RUST,No action needed.
games workshop|scab red,Games Workshop,Scab Red,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SCAB_RED,,#90263D,"144, 38, 61",GW_LAYER_SCAB_RED,No action needed.
games workshop|scaly green,Games Workshop,Scaly Green,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SCALY_GREEN,,#006063,"0, 96, 99",GW_LAYER_SCALY_GREEN,No action needed.
games workshop|scorched brown,Games Workshop,Scorched Brown,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SCORCHED_BROWN,,#5A422F,"90, 66, 47",GW_LAYER_SCORCHED_BROWN,No action needed.
games workshop|scorpion green,Games Workshop,Scorpion Green,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SCORPION_GREEN,,#65B345,"101, 179, 69",GW_LAYER_SCORPION_GREEN,No action needed.
games workshop|screamer pink,Games Workshop,Screamer Pink,COMPLETE,1,1,0,Base,Base,GW_BASE_SCREAMER_PINK,,#7C1645,"124, 22, 69",GW_BASE_SCREAMER_PINK,No action needed.
games workshop|screaming bell,Games Workshop,Screaming Bell,COMPLETE,1,1,0,Base,Base,GW_BASE_SCREAMING_BELL,,#C16F45,"193, 111, 69",GW_BASE_SCREAMING_BELL,No action needed.
games workshop|screaming skull,Games Workshop,Screaming Skull,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SCREAMING_SKULL,,#D2D4A2,"210, 212, 162",GW_LAYER_SCREAMING_SKULL,No action needed.
games workshop|seraphim sepia,Games Workshop,Seraphim Sepia,COMPLETE,1,1,0,Shade,Shade,GW_SHADE_SERAPHIM_SEPIA,,#D7824B,"215, 130, 75",GW_SHADE_SERAPHIM_SEPIA,No action needed.
games workshop|shadow grey,Games Workshop,Shadow Grey,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SHADOW_GREY,,#106993,"16, 105, 147",GW_LAYER_SHADOW_GREY,No action needed.
games workshop|shining gold,Games Workshop,Shining Gold,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SHINING_GOLD,,#EFB736,"239, 183, 54",GW_LAYER_SHINING_GOLD,No action needed.
games workshop|shyish purple,Games Workshop,Shyish Purple,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_SHYISH_PURPLE,,#3B254A,"59, 37, 74",GW_CONTRAST_SHYISH_PURPLE,No action needed.
games workshop|sigmarite,Games Workshop,Sigmarite,COMPLETE,1,1,0,Dry,Dry,GW_DRY_SIGMARITE,,#CAAD76,"202, 173, 118",GW_DRY_SIGMARITE,No action needed.
games workshop|sigvald burgundy,Games Workshop,Sigvald Burgundy,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_SIGVALD_BURGUNDY,,#7A123B,"122, 18, 59",GW_CONTRAST_SIGVALD_BURGUNDY,No action needed.
games workshop|skarsnik green,Games Workshop,Skarsnik Green,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SKARSNIK_GREEN,,#5F9370,"95, 147, 112",GW_LAYER_SKARSNIK_GREEN,No action needed.
games workshop|skavenblight dinge,Games Workshop,Skavenblight Dinge,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SKAVENBLIGHT_DINGE,,#47413B,"71, 65, 59",GW_LAYER_SKAVENBLIGHT_DINGE,No action needed.
games workshop|skeleton horde,Games Workshop,Skeleton Horde,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_SKELETON_HORDE,,#D1BC88,"209, 188, 136",GW_CONTRAST_SKELETON_HORDE,No action needed.
games workshop|skink blue,Games Workshop,Skink Blue,COMPLETE,1,1,0,Dry,Dry,GW_DRY_SKINK_BLUE,,#58C1CD,"88, 193, 205",GW_DRY_SKINK_BLUE,No action needed.
games workshop|skrag brown,Games Workshop,Skrag Brown,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SKRAG_BROWN,,#90490F,"144, 73, 15",GW_LAYER_SKRAG_BROWN,No action needed.
games workshop|skull white,Games Workshop,Skull White,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SKULL_WHITE,,#FFFFFF,"255, 255, 255",GW_LAYER_SKULL_WHITE,No action needed.
games workshop|skullcrusher brass,Games Workshop,Skullcrusher Brass,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SKULLCRUSHER_BRASS,,#F1C78E,"241, 199, 142",GW_LAYER_SKULLCRUSHER_BRASS,No action needed.
games workshop|slaanesh grey,Games Workshop,Slaanesh Grey,COMPLETE,2,2,0,Dry | Layer,Dry | Layer,GW_DRY_SLAANESH_GREY | GW_LAYER_SLAANESH_GREY,,#8E8C97,"142, 140, 151",GW_LAYER_SLAANESH_GREY,No action needed.
games workshop|smelly primer,Games Workshop,Smelly Primer,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SMELLY_PRIMER,,#FFFFFF,"255, 255, 255",GW_LAYER_SMELLY_PRIMER,No action needed.
games workshop|snakebite leather,Games Workshop,Snakebite Leather,COMPLETE,2,2,0,Contrast | Layer,Contrast | Layer,GW_CONTRAST_SNAKEBITE_LEATHER | GW_LAYER_SNAKEBITE_LEATHER,,#8A5A24,"138, 90, 36",GW_CONTRAST_SNAKEBITE_LEATHER,No action needed.
games workshop|snot green,Games Workshop,Snot Green,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SNOT_GREEN,,#006F45,"0, 111, 69",GW_LAYER_SNOT_GREEN,No action needed.
games workshop|sons of horus green,Games Workshop,Sons of Horus Green,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SONS_OF_HORUS_GREEN,,#01545E,"1, 84, 94",GW_LAYER_SONS_OF_HORUS_GREEN,No action needed.
games workshop|sotek green,Games Workshop,Sotek Green,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SOTEK_GREEN,,#0B6974,"11, 105, 116",GW_LAYER_SOTEK_GREEN,No action needed.
games workshop|soulblight grey,Games Workshop,Soulblight Grey,COMPLETE,1,1,0,Shade,Shade,GW_SHADE_SOULBLIGHT_GREY,,#949B95,"148, 155, 149",GW_SHADE_SOULBLIGHT_GREY,No action needed.
games workshop|soulstone blue,Games Workshop,Soulstone Blue,COMPLETE,1,1,0,Technical,Technical,GW_TECHNICAL_SOULSTONE_BLUE,,#294C86,"41, 76, 134",GW_TECHNICAL_SOULSTONE_BLUE,No action needed.
games workshop|space wolf grey,Games Workshop,Space Wolf Grey,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SPACE_WOLF_GREY,,#91BFDC,"145, 191, 220",GW_LAYER_SPACE_WOLF_GREY,No action needed.
games workshop|space wolves grey,Games Workshop,Space Wolves Grey,COMPLETE,2,2,0,Contrast | Layer,Contrast | Layer,GW_CONTRAST_SPACE_WOLVES_GREY | GW_LAYER_SPACE_WOLVES_GREY,,#B7C7D9,"183, 199, 217",GW_CONTRAST_SPACE_WOLVES_GREY,No action needed.
games workshop|spiritstone red,Games Workshop,Spiritstone Red,COMPLETE,1,1,0,Technical,Technical,GW_TECHNICAL_SPIRITSTONE_RED,,#FD5D3D,"253, 93, 61",GW_TECHNICAL_SPIRITSTONE_RED,No action needed.
games workshop|squig orange,Games Workshop,Squig Orange,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SQUIG_ORANGE,,#AA4F44,"170, 79, 68",GW_LAYER_SQUIG_ORANGE,No action needed.
games workshop|steel legion drab,Games Workshop,Steel Legion Drab,COMPLETE,1,1,0,Base,Base,GW_BASE_STEEL_LEGION_DRAB,,#5E5134,"94, 81, 52",GW_BASE_STEEL_LEGION_DRAB,No action needed.
games workshop|stegadon scale green,Games Workshop,Stegadon Scale Green,COMPLETE,1,1,0,Base,Base,GW_BASE_STEGADON_SCALE_GREEN,,#074863,"7, 72, 99",GW_BASE_STEGADON_SCALE_GREEN,No action needed.
games workshop|stirland battlemire,Games Workshop,Stirland Battlemire,COMPLETE,2,2,0,Technical | Texture,Technical | Texture,GW_TECHNICAL_STIRLAND_BATTLEMIRE | GW_TEXTURE_STIRLAND_BATTLEMIRE,,#321905,"50, 25, 5",GW_TECHNICAL_STIRLAND_BATTLEMIRE,No action needed.
games workshop|stirland mud,Games Workshop,Stirland Mud,COMPLETE,2,2,0,Technical | Texture,Technical | Texture,GW_TECHNICAL_STIRLAND_MUD | GW_TEXTURE_STIRLAND_MUD,,#473300,"71, 51, 0",GW_TECHNICAL_STIRLAND_MUD,No action needed.
games workshop|storm blue,Games Workshop,Storm Blue,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_STORM_BLUE,,#27357E,"39, 53, 126",GW_LAYER_STORM_BLUE,No action needed.
games workshop|stormfang,Games Workshop,Stormfang,COMPLETE,1,1,0,Dry,Dry,GW_DRY_STORMFANG,,#80A7C1,"128, 167, 193",GW_DRY_STORMFANG,No action needed.
games workshop|stormfiend,Games Workshop,Stormfiend,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_STORMFIEND,,#17445A,"23, 68, 90",GW_CONTRAST_STORMFIEND,No action needed.
games workshop|stormhost silver,Games Workshop,Stormhost Silver,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_STORMHOST_SILVER,,#BBC6C9,"187, 198, 201",GW_LAYER_STORMHOST_SILVER,No action needed.
games workshop|stormvermin fur,Games Workshop,Stormvermin Fur,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_STORMVERMIN_FUR,,#736B65,"115, 107, 101",GW_LAYER_STORMVERMIN_FUR,No action needed.
games workshop|straken green,Games Workshop,Straken Green,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_STRAKEN_GREEN,,#628126,"98, 129, 38",GW_LAYER_STRAKEN_GREEN,No action needed.
games workshop|striking scorpion green,Games Workshop,Striking Scorpion Green,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_STRIKING_SCORPION_GREEN,,#89D300,"137, 211, 0",GW_CONTRAST_STRIKING_SCORPION_GREEN,No action needed.
games workshop|sunburst yellow,Games Workshop,Sunburst Yellow,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SUNBURST_YELLOW,,#FFD400,"255, 212, 0",GW_LAYER_SUNBURST_YELLOW,No action needed.
games workshop|sybarite green,Games Workshop,Sybarite Green,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SYBARITE_GREEN,,#30A56C,"48, 165, 108",GW_LAYER_SYBARITE_GREEN,No action needed.
games workshop|sycorax bronze,Games Workshop,Sycorax Bronze,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_SYCORAX_BRONZE,,#CBB394,"203, 179, 148",GW_LAYER_SYCORAX_BRONZE,No action needed.
games workshop|sylvaneth bark,Games Workshop,Sylvaneth Bark,COMPLETE,1,1,0,Dry,Dry,GW_DRY_SYLVANETH_BARK,,#AC8262,"172, 130, 98",GW_DRY_SYLVANETH_BARK,No action needed.
games workshop|talassar blue,Games Workshop,Talassar Blue,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_TALASSAR_BLUE,,#007ED6,"0, 126, 214",GW_CONTRAST_TALASSAR_BLUE,No action needed.
games workshop|tallarn flesh,Games Workshop,Tallarn Flesh,COMPLETE,1,1,0,Foundation,Foundation,GW_FOUNDATION_TALLARN_FLESH,,#B27B67,"178, 123, 103",GW_FOUNDATION_TALLARN_FLESH,No action needed.
games workshop|tallarn sand,Games Workshop,Tallarn Sand,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TALLARN_SAND,,#A67610,"166, 118, 16",GW_LAYER_TALLARN_SAND,No action needed.
games workshop|tanned flesh,Games Workshop,Tanned Flesh,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TANNED_FLESH,,#A95C3E,"169, 92, 62",GW_LAYER_TANNED_FLESH,No action needed.
games workshop|targor rageshade,Games Workshop,Targor Rageshade,COMPLETE,1,1,0,Shade,Shade,GW_SHADE_TARGOR_RAGESHADE,,#CA6C4D,"202, 108, 77",GW_SHADE_TARGOR_RAGESHADE,No action needed.
games workshop|tau light ochre,Games Workshop,Tau Light Ochre,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TAU_LIGHT_OCHRE,,#BF6E1D,"191, 110, 29",GW_LAYER_TAU_LIGHT_OCHRE,No action needed.
games workshop|tausept ochre,Games Workshop,Tausept Ochre,COMPLETE,1,1,0,Foundation,Foundation,GW_FOUNDATION_TAUSEPT_OCHRE,,#A06E3B,"160, 110, 59",GW_FOUNDATION_TAUSEPT_OCHRE,No action needed.
games workshop|teclis blue,Games Workshop,Teclis Blue,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TECLIS_BLUE,,#317EC1,"49, 126, 193",GW_LAYER_TECLIS_BLUE,No action needed.
games workshop|temple guard blue,Games Workshop,Temple Guard Blue,COMPLETE,2,2,0,Air | Layer,Air | Layer,GW_AIR_TEMPLE_GUARD_BLUE | GW_LAYER_TEMPLE_GUARD_BLUE,,#339A8D,"51, 154, 141",GW_LAYER_TEMPLE_GUARD_BLUE,No action needed.
games workshop|tentacle pink,Games Workshop,Tentacle Pink,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TENTACLE_PINK,,#DC9DC6,"220, 157, 198",GW_LAYER_TENTACLE_PINK,No action needed.
games workshop|terminatus stone,Games Workshop,Terminatus Stone,COMPLETE,1,1,0,Dry,Dry,GW_DRY_TERMINATUS_STONE,,#BDB192,"189, 177, 146",GW_DRY_TERMINATUS_STONE,No action needed.
games workshop|terracotta,Games Workshop,Terracotta,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TERRACOTTA,,#793721,"121, 55, 33",GW_LAYER_TERRACOTTA,No action needed.
games workshop|terradon turquoise,Games Workshop,Terradon Turquoise,COMPLETE,1,1,0,Contrast,Contrast,GW_CONTRAST_TERRADON_TURQUOISE,,#007C74,"0, 124, 116",GW_CONTRAST_TERRADON_TURQUOISE,No action needed.
games workshop|tesseract glow,Games Workshop,Tesseract Glow,COMPLETE,1,1,0,Technical,Technical,GW_TECHNICAL_TESSERACT_GLOW,,#A9D171,"169, 209, 113",GW_TECHNICAL_TESSERACT_GLOW,No action needed.
games workshop|thallax gold,Games Workshop,Thallax Gold,COMPLETE,1,1,0,Air,Air,GW_AIR_THALLAX_GOLD,,#DB7B38,"219, 123, 56",GW_AIR_THALLAX_GOLD,No action needed.
games workshop|the fang,Games Workshop,The Fang,COMPLETE,2,2,0,Air | Base,Air | Base,GW_AIR_THE_FANG | GW_BASE_THE_FANG,,#436174,"67, 97, 116",GW_BASE_THE_FANG,No action needed.
games workshop|thondia brown,Games Workshop,Thondia Brown,COMPLETE,1,1,0,Base,Base,GW_BASE_THONDIA_BROWN,,#493435,"73, 52, 53",GW_BASE_THONDIA_BROWN,No action needed.
games workshop|thousand sons blue,Games Workshop,Thousand Sons Blue,COMPLETE,1,1,0,Base,Base,GW_BASE_THOUSAND_SONS_BLUE,,#18ABCC,"24, 171, 204",GW_BASE_THOUSAND_SONS_BLUE,No action needed.
games workshop|thraka green wash,Games Workshop,Thraka Green Wash,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_THRAKA_GREEN_WASH,,#434F38,"67, 79, 56",GW_LAYER_THRAKA_GREEN_WASH,No action needed.
games workshop|thunderhawk blue,Games Workshop,Thunderhawk Blue,COMPLETE,2,2,0,Dry | Layer,Dry | Layer,GW_DRY_THUNDERHAWK_BLUE | GW_LAYER_THUNDERHAWK_BLUE,,#417175,"65, 113, 117",GW_LAYER_THUNDERHAWK_BLUE,No action needed.
games workshop|tin bitz,Games Workshop,Tin Bitz,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TIN_BITZ,,#473F39,"71, 63, 57",GW_LAYER_TIN_BITZ,No action needed.
games workshop|troll slayer orange,Games Workshop,Troll Slayer Orange,COMPLETE,2,2,0,Air | Layer,Air | Layer,GW_AIR_TROLL_SLAYER_ORANGE | GW_LAYER_TROLL_SLAYER_ORANGE,,#F36D2D,"243, 109, 45",GW_LAYER_TROLL_SLAYER_ORANGE,No action needed.
games workshop|tuskgor fur,Games Workshop,Tuskgor Fur,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TUSKGOR_FUR,,#883736,"136, 55, 54",GW_LAYER_TUSKGOR_FUR,No action needed.
games workshop|tuskigor fur,Games Workshop,Tuskigor Fur,COMPLETE,1,1,0,Layer,Layer,GW_LAYER_TUSKIGOR_FUR,,#883636,"136, 54, 54",GW_LAYER_TUSKIGOR_FUR,No action needed.
games workshop|typhon ash,Games Workshop,Typhon Ash,COMPLETE,1,1,0,Air,Air,GW_AIR_TYPHON_ASH,,#E4D8C2,"228, 216, 194",GW_AIR_TYPHON_ASH,No action needed.
games workshop|typhus corrosion,Games Workshop,Typhus Corrosion,COMPLETE,1,1,0,Technical,Technical,GW_TECHNICAL_TYPHUS_CORROSION,,#453F31,"69, 63, 49",GW_TECHNICAL_TYPHUS_CORROSION,No action needed.
games workshop|tyran blue,Games Workshop,Tyran Blue,COMPLETE,1,1,0,Shade,Shade,GW_SHADE_TYRAN_BLUE,,#125899,"18, 88, 153",GW_SHADE_TYRAN_BLUE,No action needed.
games workshop|tyrant skull,Games Workshop,Tyrant Skull,COMPLETE,1,1,0,Dry,Dry,GW_DRY_TYRANT_SKULL,,#CDC586,"205, 197, 134",GW_DRY_TYRANT_SKULL,No action needed.
